Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
17,162,2,2,72,206,36,36,36.0,0.0,103,103,103.0,0.0,1716049.383,24691.35802,54.0,87.46999,155,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12345.679,12345.679,36,103,62.8,36.69741,1346.7,0,0,0,0,0,0,0,0,1,78.5,36.0,103.0,0,0,0,0,0,0,2,72,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,73,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13698.63,13698.63,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,135919,14,10,1154,11565,524,0,82.42857,142.16335,2920,0,1156.5,1232.7817,93577.79266,176.5757547,5909.522,10774.004,28876,1,135919,10455.308,13476.634,31768,3,105326,11702.889,16945.842,43539,191,0,0,0,0,292,212,103.002525,73.573235,0,2920,508.76,934.0686,872484.2,0,0,0,1,0,0,0,0,0,529.9583,82.42857,1156.5,0,0,0,0,0,0,14,1154,10,11565,8192,12,13,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,2145842,9,11,703,3950,267,0,78.111115,103.30228,1448,0,359.0909,569.91833,2168.379592,9.320350706,112939.055,258225.39,1139705,4,1863344,232918.0,418305.7,1234835,183,2050620,205062.0,339072.06,1139705,4,0,0,0,0,296,360,4.1941576,5.126193,0,1448,221.57143,434.49908,188789.45,0,0,0,1,0,0,0,0,1,232.65,78.111115,359.0909,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,23,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43478.26,43478.26,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,31,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30704,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,3452.318916,65.13809276,30704.0,0.0,30704,30704,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.569046,32.569046,45,61,50.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,45454.547,45454.547,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,71506,1,1,50,176,50,50,50.0,0.0,176,176,176.0,0.0,3160.573938,27.96968087,71506.0,0.0,71506,71506,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,13.98484,13.98484,50,176,92.0,72.74613,5292.0,0,0,0,0,0,0,0,0,1,138.0,50.0,176.0,0,0,0,0,0,0,1,50,1,176,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5846004,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,2.052684192,0.684228064,1948668.0,3361887.8,5830632,172,5846004,2923002.0,4112009.8,5830632,15372,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5131711,0.17105702,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,61006414,10,10,416,518,368,0,41.6,114.70077,506,0,51.8,159.6091,15.30986562,0.327834381,3210864.0,4735792.5,10000000,74,60600000,6734356.5,4997321.5,10100000,133,60900000,6769100.0,4977659.0,10100000,1637,0,0,0,0,212,284,0.16391718,0.16391718,0,506,44.47619,132.34033,17513.96,0,0,0,1,0,0,0,0,1,46.7,41.6,51.8,0,0,0,0,0,0,10,416,10,518,8192,110,9,20,106336.664,53186.5,214903,84469,9995198.0,18408.201,10000000,9959643,Benign
17,23331,1,1,57,138,57,57,57.0,0.0,138,138,138.0,0.0,8357.978655,85.722858,23331.0,0.0,23331,23331,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.861427,42.861427,57,138,84.0,46.765373,2187.0,0,0,0,0,0,0,0,0,1,126.0,57.0,138.0,0,0,0,0,0,0,1,57,1,138,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,23584,2,2,62,228,31,31,31.0,0.0,114,114,114.0,0.0,12296.47218,169.6065129,7861.3335,13572.08,23533,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,84.80325,84.80325,31,114,64.2,45.46097,2066.7,0,0,0,0,0,0,0,0,1,80.25,31.0,114.0,0,0,0,0,0,0,2,62,2,228,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,24438,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,7324.658319,81.83975775,24438.0,0.0,24438,24438,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,40.91988,40.91988,40,139,73.0,57.157677,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,23782,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,9334.791018,84.09721638,23782.0,0.0,23782,23782,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.048607,42.048607,47,175,89.666664,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,134.5,47.0,175.0,0,0,0,0,0,0,1,47,1,175,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,16370,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5155051,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,2.327814022,0.775938007,1718350.4,2944357.5,5118135,51,5155051,2577525.5,3592964.5,5118135,36916,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5819535,0.19398451,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,409,1,1,60,126,60,60,60.0,0.0,126,126,126.0,0.0,454767.7262,4889.97555,409.0,0.0,409,409,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2444.9878,2444.9878,60,126,82.0,38.105118,1452.0,0,0,0,0,0,0,0,0,1,123.0,60.0,126.0,0,0,0,0,0,0,1,60,1,126,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,1999939,1,1,6,247,6,6,6.0,0.0,247,247,247.0,0.0,126.5038584,1.000030501,1999939.0,0.0,1999939,1999939,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,0.50001526,0.50001526,6,247,86.333336,139.14142,19360.334,1,0,0,0,0,0,0,0,1,129.5,6.0,247.0,0,0,0,0,0,0,1,6,1,247,0,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,23,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,521739.1304,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43478.26,43478.26,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,178,16326,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,61314,1,1,40,307,40,40,40.0,0.0,307,307,307.0,0.0,5659.392635,32.61897772,61314.0,0.0,61314,61314,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.309488,16.309488,40,307,129.0,154.15253,23763.0,0,0,0,0,0,0,0,0,1,193.5,40.0,307.0,0,0,0,0,0,0,1,40,1,307,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30161,1,1,58,74,58,58,58.0,0.0,74,74,74.0,0.0,4376.512715,66.31079871,30161.0,0.0,30161,30161,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33.1554,33.1554,58,74,63.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,95.0,58.0,74.0,0,0,0,0,0,0,1,58,1,74,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,199,2,2,156,412,78,78,78.0,0.0,206,206,206.0,0.0,2854271.357,20100.50251,66.333336,74.895485,149,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,64,10050.251,10050.251,78,206,129.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,161.5,78.0,206.0,0,0,0,0,0,0,2,156,2,412,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,174800,13,7,1197,4064,709,0,92.07692,200.74713,2022,0,580.5714,822.8479,30097.254,114.416476,9200.0,17256.79,53678,1,174800,14566.667,20254.854,53701,1,137510,22918.334,25323.66,54212,228,0,0,0,0,428,232,74.37071,40.045765,0,2022,250.5238,533.747,284885.88,0,0,0,1,0,0,0,0,0,263.05,92.07692,580.5714,0,0,0,0,0,0,13,1197,7,4064,65535,351,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,6692,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1793.185894,298.8643156,6692.0,0.0,6692,6692,6692,6692.0,0.0,6692,6692,0,0.0,0.0,0,0,0,0,0,0,40,0,298.86432,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,913,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,1857841,9,11,703,3950,267,0,78.111115,103.30228,1448,0,359.0909,569.91833,2504.520032,10.76518389,97781.1,232045.27,1022068,2,1738519,217314.88,378131.12,1117409,185,1762581,176258.1,307762.28,1022068,2,0,0,0,0,296,360,4.8443327,5.920851,0,1448,221.57143,434.49908,188789.45,0,0,0,1,0,0,0,0,1,232.65,78.111115,359.0909,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,328431,3,4,441,871,435,0,147.0,249.43336,859,0,217.75,427.50937,3994.7508,21.31345701,54738.5,111678.88,281529,4,304752,152376.0,182649.92,281529,23223,305310,101770.0,175989.42,304985,4,0,0,0,0,72,92,9.134338,12.179118,0,859,164.0,318.93707,101720.86,0,0,0,1,0,0,0,0,1,187.42857,147.0,217.75,0,0,0,0,0,0,3,441,4,871,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,193,2,2,66,322,33,33,33.0,0.0,161,161,161.0,0.0,2010362.694,20725.3886,64.333336,105.36761,186,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,10362.694,10362.694,33,161,84.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,105.25,33.0,161.0,0,0,0,0,0,0,2,66,2,322,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,229794,1,1,48,208,48,48,48.0,0.0,208,208,208.0,0.0,1114.041272,8.703447436,229794.0,0.0,229794,229794,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4.3517237,4.3517237,48,208,101.333336,92.376045,8533.333,0,0,0,0,0,0,0,0,1,152.0,48.0,208.0,0,0,0,0,0,0,1,48,1,208,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,61938,1,1,101,133,101,101,101.0,0.0,133,133,133.0,0.0,3777.97152,32.29035487,61938.0,0.0,61938,61938,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.145178,16.145178,101,133,111.666664,18.475208,341.33334,0,0,0,0,0,0,0,0,1,167.5,101.0,133.0,0,0,0,0,0,0,1,101,1,133,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,301,2,2,62,326,31,31,31.0,0.0,163,163,163.0,0.0,1289036.545,13289.03654,100.333336,133.43288,252,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,6644.518,6644.518,31,163,83.8,72.29938,5227.2,0,0,0,0,0,0,0,0,1,104.75,31.0,163.0,0,0,0,0,0,0,2,62,2,326,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5761940,5,1,135,46,46,6,27.0,20.12461,46,46,46.0,0.0,31.41303103,1.041315946,1152388.0,2482408.0,5592186,3,5761940,1440485.0,2768947.2,5592186,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.8677633,0.17355266,6,46,32.42857,18.866701,355.9524,0,1,0,0,1,0,0,0,0,37.833332,27.0,46.0,0,0,0,0,0,0,5,135,1,46,254,360,4,20,169261.0,0.0,169261,169261,5592186.0,0.0,5592186,5592186,Benign
6,194,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10309.27835,194.0,0.0,194,194,194,194.0,0.0,194,194,0,0.0,0.0,0,0,0,0,0,0,64,0,10309.278,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,161,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1192546.584,24844.7205,53.666668,87.75724,155,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12422.36,12422.36,40,56,46.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,226,2,2,104,360,52,52,52.0,0.0,180,180,180.0,0.0,2053097.345,17699.11504,75.333336,89.19828,175,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,8849.558,8849.558,52,180,103.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,129.0,52.0,180.0,0,0,0,0,0,0,2,104,2,360,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,51,3,1,83,6,46,6,27.666666,20.20726,6,6,6.0,0.0,1745098.039,78431.37255,17.0,25.119713,46,2,51,25.5,31.819805,48,3,0,0.0,0.0,0,0,1,0,0,0,60,20,58823.53,19607.844,6,46,27.0,20.12461,405.0,0,1,0,0,1,0,0,0,0,33.75,27.666666,6.0,0,0,0,0,0,0,3,83,1,6,123,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5931441,9,6,353,4018,196,0,39.22222,71.94404,1448,0,669.6667,683.4693,736.9204212,2.528896435,423674.34,1376943.4,5182109,8,5931441,741430.1,1803290.2,5182109,18,725569,145113.8,242449.05,559985,48,0,0,0,0,296,200,1.5173379,1.0115585,0,1448,273.1875,509.0856,259168.16,0,0,0,1,0,0,0,0,0,291.4,39.22222,669.6667,0,0,0,0,0,0,9,353,6,4018,29200,939,3,32,749314.0,0.0,749314,749314,5182109.0,0.0,5182109,5182109,Benign
6,177,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16949.15254,88.5,120.91526,174,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,32,11299.435,5649.7173,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,391,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,114488537,12,14,0,31,0,0,0.0,0.0,31,0,2.2142856,8.285098,0.270769466,0.227096971,4579541.5,5111450.0,10200000,3,113000000,10200000.0,11.138794,10200000,10200000,114000000,8804952.0,3522608.5,10200000,3,0,0,0,0,384,448,0.104813986,0.12228298,0,31,1.1481482,5.965953,35.592594,0,0,0,0,1,0,0,0,1,1.1923077,0.0,2.2142856,0,0,0,0,0,0,12,0,14,31,319,76,0,32,24080.182,124.31477,24257,23889,10200000.0,127.0868,10200000,10200000,Benign
6,5083465,7,4,599,137,517,0,85.57143,191.30853,137,0,34.25,68.5,144.7831351,2.163878378,508346.5,1563271.0,4957049,48,5083465,847244.2,2046238.8,5024011,48,97389,32463.0,33753.02,67628,326,0,0,0,0,232,136,1.3770136,0.7868649,0,517,61.333332,149.08163,22225.334,0,0,0,1,0,0,0,0,0,66.90909,85.57143,34.25,0,0,0,0,0,0,7,599,4,137,29200,235,3,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,47897,1,1,58,107,58,58,58.0,0.0,107,107,107.0,0.0,3444.892164,41.75626866,47897.0,0.0,47897,47897,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.878134,20.878134,58,107,74.333336,28.290163,800.3333,0,0,0,0,0,0,0,0,1,111.5,58.0,107.0,0,0,0,0,0,0,1,58,1,107,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,100,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100,100,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10000.0,10000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,351,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,591,2,1,8,2,6,2,4.0,2.828427,2,2,2.0,0.0,16920.47377,5076.142132,295.5,365.57422,554,37,591,591.0,0.0,591,591,0,0.0,0.0,0,0,0,0,0,0,44,24,3384.0947,1692.0474,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
6,20397,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,588.321812,98.05363534,20397.0,0.0,20397,20397,20397,20397.0,0.0,20397,20397,0,0.0,0.0,0,0,0,0,0,0,40,0,98.053635,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,4764655,5,1,135,46,46,6,27.0,20.12461,46,46,46.0,0.0,37.98806,1.259272707,952931.0,2080551.6,4674544,48,4764655,1191163.8,2322586.2,4674544,48,0,0.0,0.0,0,0,1,0,0,0,100,20,1.0493939,0.20987879,6,46,32.42857,18.866701,355.9524,0,1,0,0,1,0,0,0,0,37.833332,27.0,46.0,0,0,0,0,0,0,5,135,1,46,253,126,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,110916518,12,12,72,72,6,6,6.0,0.0,6,6,6.0,0.0,1.298273716,0.216378953,4822457.5,5078568.0,10000000,66846,111000000,10100000.0,3276.039,10100000,10100000,111000000,10100000.0,3345.4517,10100000,10100000,0,0,0,0,240,240,0.10818948,0.10818948,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,6.25,6.0,6.0,0,0,0,0,0,0,12,72,12,72,64208,40958,11,20,66987.27,104.93435,67094,66846,10000000.0,3307.391,10000000,10000000,Benign
